slug,title,asset_count,evidence_terms,representative_assets,reason_not_promoted,owner_decision,owner_notes
border,Border Coloring Pages,7,border,chibi__chibi-animals-pets-dogs-border-collie__d66dc03111; chibi__chibi-animals-pets-dogs-border-terrier__43cfd795ea; dogs__dogs-border-collie__901304e7d9; dogs__dogs-border-collie-playing__ff795b9bb4; holiday__holiday-christmas-dogs-border-collie__2c2410c8e7; mandala-geometry-patterns__mandala-geometry-patterns-dogs-border-collie__211cb87a10; mandala-geometry-patterns__mandala-geometry-patterns-dogs-border-terrier__1d0e425b6a,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
car-bmw,Car Bmw Coloring Pages,7,car bmw,mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-cars-bmw__22280a8843; mandala-geometry-patterns__mandala-geometry-patterns-vehicle-cars-bmw-i8-hybrid__3b67a66a3f; mandala-geometry-patterns__mandala-geometry-patterns-vehicle-cars-bmw-ix__0b7c0979bb; mandala-geometry-patterns__mandala-geometry-patterns-vehicle-cars-bmw-m3__9dc2591155; mandala-geometry-patterns__mandala-geometry-patterns-vehicle-cars-bmw-x5__019ef1608a; mandala-geometry-patterns__mandala-geometry-patterns-vehicle-cars-bmw-x6__a084574bf6; mandala-geometry-patterns__mandala-geometry-patterns-vehicle-cars-bmw-xm__bcb579b2e4,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
car-honda,Car Honda Coloring Pages,7,car honda,mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-cars-honda__6c7956f8c7; mandala-geometry-patterns__mandala-geometry-patterns-vehicle-cars-honda-civic-type-r__327e29e835; mandala-geometry-patterns__mandala-geometry-patterns-vehicle-cars-honda-civic-type-r-car__d86bf41cc5; mandala-geometry-patterns__mandala-geometry-patterns-vehicle-cars-honda-crv__53d94a7350; mandala-geometry-patterns__mandala-geometry-patterns-vehicle-cars-honda-pilot__d01277d561; mandala-geometry-patterns__mandala-geometry-patterns-vehicle-cars-honda-s2000__d4d3bbdabe; mandala-geometry-patterns__mandala-geometry-patterns-vehicle-cars-honda-s2000-car__e4aac7368f,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
car-porsche,Car Porsche Coloring Pages,7,car porsche,mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-cars-porsche__6b7f6eeed9; mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-cars-porsche-911__6fbd05e8b4; mandala-geometry-patterns__mandala-geometry-patterns-vehicle-cars-porsche-718-cayman__44127f27d1; mandala-geometry-patterns__mandala-geometry-patterns-vehicle-cars-porsche-cayenne__63bdc2b122; mandala-geometry-patterns__mandala-geometry-patterns-vehicle-cars-porsche-cayman__1e07266d06; mandala-geometry-patterns__mandala-geometry-patterns-vehicle-cars-porsche-panamera__a9b7e0109a; mandala-geometry-patterns__mandala-geometry-patterns-vehicle-cars-porsche-taycan-ev__91407a6673,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
cat-holiday,Cat Holiday Coloring Pages,7,cat holiday,holiday__holiday-birthday-celebration-cat__d6e01d08ac; holiday__holiday-birthday-celebration-plushie-kitten-cat-family__e25b5b488b; christmas__holiday-christmas-animals-cats__11d92160ab; holiday__holiday-christmas-plushie-kitten-cat__059a4a19e5; holiday__holiday-christmas-plushie-kitten-cat-family__5b87666cfc; holiday__holiday-christmas-prehistoric-saber-toothed-cat__fb4edd81be; holiday__holiday-halloween-costume-plushie-kitten-cat-family__38b29f880c,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
caterpillar,Caterpillar Coloring Pages,7,caterpillar,anime-girls__anime-girl-summoning-jutsu-caterpillar-plushies__18b703c10f; insects__insects-armyworm-caterpillar__70f58459dd; insects__insects-armyworm-caterpillar-cartoon__d286dfdaea; insects__insects-caterpillar__95b7e25eb8; insects__insects-cutworm-caterpillar__6f1bf5c003; mandala-geometry-patterns__mandala-geometry-patterns-insects-caterpillar__c52905fcb2; mandala-geometry-patterns__mandala-geometry-patterns-sushi-caterpillar-roll__7f6e6f7506,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
christmas-santa-claus,Christmas Santa Claus Coloring Pages,7,christmas santa claus,christmas__holiday-christmas-santa-claus-coming-down-chimney-coloring-page__2dd72cc61b; christmas__holiday-christmas-santa-claus-costume-coloring-page__597455887c; christmas__holiday-christmas-santa-claus-delivering-gifts-by-fireplace-coloring-pag__50a3731b97; christmas__holiday-christmas-santa-claus-delivering-gifts-in-sleigh-coloring-page__848c33a1ce; christmas__holiday-christmas-santa-claus-packing-toys-in-big-sack-coloring-page__7bc38b9ef7; christmas__holiday-christmas-santa-claus-reading-letters-from-children-coloring-pag__c2c0cf036d; christmas__holiday-christmas-santa-claus-riding-sleigh-over-moonlit-town-coloring-p__ebac4be947,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
coyote,Coyote Coloring Pages,7,coyote,chibi__chibi-plushie-coyote__cfd8cb5205; holiday__holiday-birthday-celebration-plushie-coyote-family__0c77390dd3; holiday__holiday-christmas-plushie-coyote-family__e2b98ac06a; holiday__holiday-halloween-costume-plushie-coyote-family__ec9f3ce310; mandala-geometry-patterns__mandala-geometry-patterns-plushie-coyote__9d1b1ebc96; plushie__plushie-coyote__d06fcbed29; plushie__plushie-coyote-family__e67598b752,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
decorated,Decorated Coloring Pages,7,decorated,chibi__chibi-holiday-halloween-halloween-garland-and-decorated-door-coloring-pa__21641bdc41; chibi__chibi-holiday-halloween-trick-or-treat-front-porch-decorated-coloring-pa__aad2950ba7; christmas__holiday-christmas-christmas-wreath-decorated-with-bells-and-bow-coloring__70f6a435a1; christmas__holiday-christmas-gingerbread-house-decorated-with-candy-coloring-page__4648bc3409; christmas__holiday-christmas-snowman-decorated-with-string-lights-coloring-page__4a97e6a224; holiday__holiday-halloween-trick-or-treat-front-porch-decorated-coloring-page__92e42d44a8; mandala-geometry-patterns__mandala-geometry-patterns-sushi-decorated-bento-lunch__baa3695ecf,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
dog-australian,Dog Australian Coloring Pages,7,dog australian,chibi__chibi-animals-pets-dogs-australian-cattle-dog__9f36356469; chibi__chibi-animals-pets-dogs-australian-shepherd__30c890a81e; dogs__dogs-australian-cattle-dog__7b5008c2b1; dogs__dogs-australian-shepherd__799da4cea1; holiday__holiday-christmas-dogs-australian-shepherd__324967ed9d; mandala-geometry-patterns__mandala-geometry-patterns-dogs-australian-cattle-dog__0e812cdf03; mandala-geometry-patterns__mandala-geometry-patterns-dogs-australian-shepherd__76b039baf5,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
dog-border,Dog Border Coloring Pages,7,dog border,chibi__chibi-animals-pets-dogs-border-collie__d66dc03111; chibi__chibi-animals-pets-dogs-border-terrier__43cfd795ea; dogs__dogs-border-collie__901304e7d9; dogs__dogs-border-collie-playing__ff795b9bb4; holiday__holiday-christmas-dogs-border-collie__2c2410c8e7; mandala-geometry-patterns__mandala-geometry-patterns-dogs-border-collie__211cb87a10; mandala-geometry-patterns__mandala-geometry-patterns-dogs-border-terrier__1d0e425b6a,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
dog-great,Dog Great Coloring Pages,7,dog great,chibi__chibi-animals-pets-dogs-great-dane__804a94db86; chibi__chibi-animals-pets-dogs-great-pyrenees__6664477fb6; dogs__dogs-great-dane__f21172dbe7; dogs__dogs-great-pyrenees__c84862b5e4; holiday__holiday-christmas-dogs-great-dane__814c8ae86e; mandala-geometry-patterns__mandala-geometry-patterns-dogs-great-dane__7c2173caf9; mandala-geometry-patterns__mandala-geometry-patterns-dogs-great-pyrenees__584b2e1a51,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
egg,Egg Coloring Pages,7,egg,anime-girls__anime-girl-dinosaur-fossil-hoodie-plushie-holding-egg__4616cae654; anime-girls__anime-girl-lifeguard-easter-egg-hunt__3cb055d938; anime-girls__anime-girl-summoning-jutsu-dragon-hatching-egg-plushies__7c4bde2ff9; chibi__chibi-dungeon-monster-egg-hatching__708b4cfceb; chibi__chibi-plushie-easter-egg-character__efff2333cb; mandala-geometry-patterns__mandala-geometry-patterns-plushie-easter-egg-character__007aa64b0b; mandala-geometry-patterns__mandala-geometry-patterns-sushi-egg-tamago-nigiri__8f8f764ac0,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
emoji,Emoji Coloring Pages,7,emoji,anime-girls__anime-girl-summoning-broken-heart-emoji-plushies__eced4f0e1f; anime-girls__anime-girl-summoning-emoji-heart-plushies__dc7022c119; anime-girls__anime-girl-summoning-emoji-plushies__18b8302632; anime-girls__anime-girl-summoning-face-with-emoji-plushies__d5a99f95db; anime-girls__anime-girl-summoning-heart-emoji-plushies__6a21fb9a3b; anime-girls__anime-girl-summoning-smile-emoji-plushies__9abb6d5732; anime-girls__anime-girl-summoning-smiling-emoji-plushies__df1ead91bf,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
fantasy-barbarian,Fantasy Barbarian Coloring Pages,7,fantasy barbarian,fantasy__fantasy-barbarian-battle-axe__c420be4f88; fantasy__fantasy-barbarian-battle-charge__ad1242905f; fantasy__fantasy-barbarian-firecamp__ca39bc4f06; fantasy__fantasy-barbarian-storm-peak__4ec4ee7410; fantasy__fantasy-barbarian-war-drum__8972baa455; fantasy__fantasy-barbarian-winter-wolf__74d520a2e6; fantasy__fantasy-barbarian-wolf-queen__b36bbf63b8,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
fantasy-goblin,Fantasy Goblin Coloring Pages,7,fantasy goblin,chibi__chibi-midieval-fantasy-goblin__41a3b6452b; fantasy__fantasy-goblin-alchemist__8d6890642f; fantasy__fantasy-goblin-market__029c389777; fantasy__fantasy-goblin-merchant__a6328a9c88; fantasy__fantasy-goblin-miner__5823628dac; midieval__midieval-fantasy-goblin__e4b0e02e1c; midieval__midieval-fantasy-goblin-camp__a33043eaa5,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
fantasy-mermaid,Fantasy Mermaid Coloring Pages,7,fantasy mermaid,fantasy__fantasy-mermaid-choir__f97ca0d69b; fantasy__fantasy-mermaid-chorus__a2f6f2a715; fantasy__fantasy-mermaid-coral-throne__f732e4901b; fantasy__fantasy-mermaid-princess-coral-throne__9da6f15653; fantasy__fantasy-mermaid-resting-starlit-shore__f7b42a158f; fantasy__fantasy-mermaid-singing__acf6267840; fantasy__fantasy-mermaid-starlit-shore__ec37fad499,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
fantasy-rune,Fantasy Rune Coloring Pages,7,fantasy rune,fantasy__fantasy-rune-elk__667b57a8ef; fantasy__fantasy-rune-forge__7904b72f3c; fantasy__fantasy-rune-shield-sanctuary__8b7b9ae17d; fantasy__fantasy-rune-shield-summon__41c3a317c9; fantasy__fantasy-rune-stone-circle__390378c793; fantasy__fantasy-rune-stone-circle-summoning-unicorn__91b607b070; fantasy__fantasy-rune-tiger__5bb89e5f8d,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
fantasy-witch,Fantasy Witch Coloring Pages,7,fantasy witch,chibi__chibi-midieval-fantasy-witch__694ac651bd; fantasy__fantasy-witch-broom-flight__e599575818; fantasy__fantasy-witch-cauldron-brew__b892df6cb1; fantasy__fantasy-witch-flame-rune__264c3b4c27; fantasy__fantasy-witch-forest-hut__444a9a5fce; fantasy__fantasy-witch-kitty-forest-hut__fcc5ca779d; midieval__midieval-fantasy-witch-cauldron__d74ee87927,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
fennec,Fennec Coloring Pages,7,fennec,chibi__chibi-plushie-fennec-fox__3e3791b4fe; holiday__holiday-birthday-celebration-plushie-fennec-fox-family__88a42ceb07; holiday__holiday-christmas-plushie-fennec-fox-family__ad4ed0afd4; holiday__holiday-halloween-costume-plushie-fennec-fox-family__9c8e86ffd5; mandala-geometry-patterns__mandala-geometry-patterns-plushie-fennec-fox__05a88aabbf; plushie__plushie-fennec-fox__82e912ecfc; plushie__plushie-fennec-fox-family__6b675eb032,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
fennec-fox,Fennec Fox Coloring Pages,7,fennec fox,chibi__chibi-plushie-fennec-fox__3e3791b4fe; holiday__holiday-birthday-celebration-plushie-fennec-fox-family__88a42ceb07; holiday__holiday-christmas-plushie-fennec-fox-family__ad4ed0afd4; holiday__holiday-halloween-costume-plushie-fennec-fox-family__9c8e86ffd5; mandala-geometry-patterns__mandala-geometry-patterns-plushie-fennec-fox__05a88aabbf; plushie__plushie-fennec-fox__82e912ecfc; plushie__plushie-fennec-fox-family__6b675eb032,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
fly,Fly Coloring Pages,7,fly,chibi__chibi-mushroom-fly-agaric-amanita__2db4d90cf5; gardening__gardening-mushroom-fly-agaric-amanita__31b8f76970; insects__insects-deer-fly__b379d4e2b8; insects__insects-fly-forest-fire__31e839e190; insects__insects-fruit-fly__9443f14262; insects__insects-garden-spider-catching-fly__9781a81ac2; mandala-geometry-patterns__mandala-geometry-patterns-mushroom-fly-agaric-amanita__d648d3c0d4,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
forge-fantasy,Forge Fantasy Coloring Pages,7,forge fantasy,fantasy__fantasy-cyclops-forge__efc059c0a3; fantasy__fantasy-dwarf-forge__0eafecaa48; fantasy__fantasy-dwarf-hammer-forge__49f3106676; fantasy__fantasy-fire-spirit-forge__038914f9d2; fantasy__fantasy-legendary-cyclops-forge__51efddd56f; fantasy__fantasy-magic-fire-spirit-forge__1719b08650; fantasy__fantasy-rune-forge__7904b72f3c,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
fox-holiday,Fox Holiday Coloring Pages,7,fox holiday,holiday__holiday-birthday-celebration-plushie-fennec-fox-family__88a42ceb07; holiday__holiday-birthday-celebration-plushie-fox-family__3ec064a788; holiday__holiday-christmas-plushie-fennec-fox-family__ad4ed0afd4; holiday__holiday-christmas-plushie-fox__0ab0610c6a; holiday__holiday-christmas-plushie-fox-family__07ad60e8c3; holiday__holiday-halloween-costume-plushie-fennec-fox-family__9c8e86ffd5; holiday__holiday-halloween-costume-plushie-fox-family__cba9aa7ddf,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
fungus-gardening,Fungus Gardening Coloring Pages,7,fungus gardening,gardening__gardening-mushroom-candlesnuff-fungus__fa542d3cd7; gardening__gardening-mushroom-coral-fungus__f45cb07fc7; gardening__gardening-mushroom-cup-fungus__2fcbeaa472; gardening__gardening-mushroom-earthstar-fungus__8996743c7f; gardening__gardening-mushroom-horsehair-fungus__42802b132d; gardening__gardening-mushroom-snow-fungus__830ae63b46; gardening__gardening-mushroom-stinkhorn-fungus__051eee3fec,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
fungus-gardening-mushroom,Fungus Gardening Mushroom Coloring Pages,7,fungus gardening mushroom,gardening__gardening-mushroom-candlesnuff-fungus__fa542d3cd7; gardening__gardening-mushroom-coral-fungus__f45cb07fc7; gardening__gardening-mushroom-cup-fungus__2fcbeaa472; gardening__gardening-mushroom-earthstar-fungus__8996743c7f; gardening__gardening-mushroom-horsehair-fungus__42802b132d; gardening__gardening-mushroom-snow-fungus__830ae63b46; gardening__gardening-mushroom-stinkhorn-fungus__051eee3fec,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
